topic,n_poetry,n_prose,share_poetry_in_corpus,share_prose_in_corpus,ratio_poetry_over_prose
125,2,40,0.001638001638001638,0.0027384130896145682,0.5981572481572482
52,3,60,0.002457002457002457,0.004107619634421853,0.5981572481572481
208,1,21,0.000819000819000819,0.0014376668720476485,0.5696735696735696
264,1,21,0.000819000819000819,0.0014376668720476485,0.5696735696735696
103,2,46,0.001638001638001638,0.0031491750530567536,0.5201367375280419
175,1,26,0.000819000819000819,0.0017799685082494695,0.46012096012096015
110,2,52,0.001638001638001638,0.003559937016498939,0.46012096012096015
230,1,26,0.000819000819000819,0.0017799685082494695,0.46012096012096015
193,1,27,0.000819000819000819,0.0018484288354898336,0.44307944307944314
120,1,27,0.000819000819000819,0.0018484288354898336,0.44307944307944314
195,1,27,0.000819000819000819,0.0018484288354898336,0.44307944307944314
87,1,28,0.000819000819000819,0.0019168891627301978,0.4272551772551773
145,1,29,0.000819000819000819,0.001985349489970562,0.41252224010844707
226,1,29,0.000819000819000819,0.001985349489970562,0.41252224010844707
24,2,62,0.001638001638001638,0.004244540288902581,0.3859079020369343
135,1,31,0.000819000819000819,0.0021222701444512907,0.3859079020369343
132,1,32,0.000819000819000819,0.0021907304716916546,0.37384828009828014
47,2,65,0.001638001638001638,0.0044499212706236736,0.3680967680967681
212,1,34,0.000819000819000819,0.002327651126172383,0.35185720479838134
182,1,34,0.000819000819000819,0.002327651126172383,0.35185720479838134
72,1,35,0.000819000819000819,0.0023961114534127473,0.3418041418041418
29,3,106,0.002457002457002457,0.007256794687478606,0.33857957442863107
1,4,150,0.003276003276003276,0.010269049086054631,0.31901719901719905
100,1,40,0.000819000819000819,0.0027384130896145682,0.2990786240786241
65,1,40,0.000819000819000819,0.0027384130896145682,0.2990786240786241
107,1,42,0.000819000819000819,0.002875333744095297,0.2848367848367848
9,2,88,0.001638001638001638,0.0060245087971520506,0.27188965825329464
71,1,47,0.000819000819000819,0.003217635380297118,0.25453499921585027
10,2,98,0.001638001638001638,0.0067091120695556925,0.24414581557438703
67,1,49,0.000819000819000819,0.0033545560347778463,0.24414581557438703
15,1,51,0.000819000819000819,0.0034914766892585746,0.23457146986558752
45,1,51,0.000819000819000819,0.0034914766892585746,0.23457146986558752
