topic,rank,word,word_lemma,word_pos,weight
2,29,bon,bon,ADJ,0.004508762684514719
2,30,genevieve rame,genevieve,PROPN,0.004438490946152258
2,31,louis,louis,PROPN,0.004412633690045059
2,32,pauvre,pauvre,NOUN,0.004401987469674006
2,33,portrait,portrait,NOUN,0.004358301183999001
2,34,bon rame,bon,ADJ,0.004334614515769203
2,35,moussu jacques,moussu,NOUN,0.00430286878709945
2,36,pauvre rame,pauvre,ADJ,0.004294016951193328
2,37,monsieur,monsieur,NOUN,0.004023001348792157
2,38,georges genevieve,georges,PROPN,0.003988657567965032
2,39,madame saintaimar,monsieur,NOUN,0.0039010792869690215
2,40,notaire,notaire,NOUN,0.0038950444026849824
2,41,dis,dire,VERB,0.003870251036700502
2,42,georges cest,georges,PROPN,0.003852009458195654
2,43,pauline,pauline,NOUN,0.003818679593419622
2,44,comment,comment,ADV,0.0038044781623497274
2,45,pourquoi,pourquoi,ADV,0.0037095000772573096
2,46,lettre,lettre,NOUN,0.0036974957012777454
2,47,plaisance,plaisance,NOUN,0.0036562133704360626
2,48,pauvre georges,pauvre,ADJ,0.0036062738937487093
2,49,clarence,clarence,NOUN,0.0035692066453922406
2,50,ecrevisses,ecrevisse,NOUN,0.0035253262424842055
2,51,georges jacques,georges,PROPN,0.0035253262424842055
2,52,moussu georges,moussu,NOUN,0.0034522245817141333
2,53,dire,dire,VERB,0.003383062149692491
2,54,abricots,abricot,NOUN,0.0033573433325166345
2,55,dormere georges,dormer,ADJ,0.0032684953472253996
2,56,georges dormere,georges,PROPN,0.0032684953472253996
2,57,oui,oui,ADV,0.003232194212985702
2,58,ami,ami,NOUN,0.003208254779149888
2,59,adieu,adieu,ADJ,0.003171787099432975
2,60,jacques genevieve,jacques,PROPN,0.003101757406402821
2,61,diner,diner,NOUN,0.0030933295225154226
2,62,depart georges,depart,NOUN,0.0030464224723592915
2,63,genevieve dormere,genevieve,PROPN,0.0030464224723592915
2,64,chere,cher,ADJ,0.0030461841317466253
2,65,genevieve oncle,genevieve,NOUN,0.002971359406568545
2,66,enfants,enfant,NOUN,0.002963694758449618
2,67,mal,mal,ADV,0.002911677407424819
2,68,cousine primerose,cousin,NOUN,0.0029063579141443995
2,69,questce,questce,NOUN,0.002837180337026302
2,70,beaucoup,beaucoup,ADV,0.002834427941083746
2,71,nest,nest,PROPN,0.0028165663454968433
2,72,bonjour,bonjour,NOUN,0.0028063159855645364
2,73,genevieve oui,genevieve,PROPN,0.002797786110430529
2,74,ha,ha,NOUN,0.0027939545192952665
2,75,content,conter,VERB,0.0027809182942935217
2,76,georges georges,georges,PROPN,0.0027417802251233623
2,77,prie,prier,VERB,0.002741668057348947
2,78,parler,parler,VERB,0.0027370465321461795
2,79,estce,estce,NOUN,0.0027232240340875303
2,80,heures,heure,NOUN,0.002710222052051387
2,81,certainement,certainement,ADV,0.0026945175478773307
2,82,pelagie rame,pelagie,NOUN,0.0026892929919371564
2,83,chambre,chambre,NOUN,0.002668347506606575
2,84,sortit,sortir,VERB,0.002659301294987337
2,85,ny,ny,ADP,0.002656497818619864
2,86,potager,potager,NOUN,0.0026444494660429444
2,87,mechancete,mechancete,NOUN,0.0026327383628151142
2,88,ten,ten,PROPN,0.002618379116377137
2,89,rame rame,rame,NOUN,0.0026157221227299595
2,90,voiture,voiture,NOUN,0.002608563995107942
2,91,sottises,sottise,NOUN,0.0026007195246460146
2,92,heureux,heureux,ADJ,0.002594023036570683
2,93,bois,bois,NOUN,0.0025852405403002823
2,94,depart,depart,NOUN,0.0025621442754413023
2,95,questce cest,questce,NOUN,0.0025544472742237193
2,96,eh,eh,INTJ,0.0025262142125867643
2,97,fils,fils,NOUN,0.0025156133734077165
2,98,mens,men,ADJ,0.002512224488608792
2,99,oncle dormere,oncle,NOUN,0.002508185657669261
2,100,primerose cest,primerose,NOUN,0.002496651157210645
2,101,prendre,prendre,VERB,0.0024925562349622688
2,102,vu,voir,VERB,0.0024922014537277796
2,103,fache,facher,VERB,0.0024896503428477866
2,104,naime,naime,VERB,0.0024803321113848914
2,105,dejeuner,dejeuner,NOUN,0.0024725882906195098
2,106,vois,voir,VERB,0.0024724784007962826
2,107,genevieve comment,genevieve,PROPN,0.0024710419911910136
2,108,cest georges,cest,NOUN,0.0024710419911910136
2,109,parle,parler,VERB,0.0024623382061993125
2,110,mme saintaimar,mme,NOUN,0.002456840744109841
2,111,dormere genevieve,dormere,PROPN,0.0024371379778874327
2,112,besoin,besoin,NOUN,0.0024366313002101136
2,113,nen,nen,ADV,0.002428228070584442
2,114,gronder,gronder,VERB,0.0024149324470406704
