topic,n_poetry,n_prose,share_poetry_in_corpus,share_prose_in_corpus,ratio_poetry_over_prose
253,0,13,0.0,0.0008899842541247347,0.0
194,0,14,0.0,0.0009584445813650989,0.0
31,0,39,0.0,0.0026699527623742043,0.0
341,0,5,0.0,0.00034230163620182103,0.0
27,0,55,0.0,0.0037653179982200316,0.0
320,0,5,0.0,0.00034230163620182103,0.0
260,0,8,0.0,0.0005476826179229136,0.0
68,0,27,0.0,0.0018484288354898336,0.0
157,0,11,0.0,0.0007530635996440063,0.0
179,0,10,0.0,0.0006846032724036421,0.0
39,0,39,0.0,0.0026699527623742043,0.0
344,0,5,0.0,0.00034230163620182103,0.0
247,0,8,0.0,0.0005476826179229136,0.0
319,0,5,0.0,0.00034230163620182103,0.0
246,0,17,0.0,0.0011638255630861914,0.0
139,0,8,0.0,0.0005476826179229136,0.0
251,0,4,0.0,0.0002738413089614568,0.0
188,0,10,0.0,0.0006846032724036421,0.0
275,0,9,0.0,0.0006161429451632779,0.0
310,0,5,0.0,0.00034230163620182103,0.0
332,0,13,0.0,0.0008899842541247347,0.0
158,0,18,0.0,0.0012322858903265558,0.0
340,0,2,0.0,0.0001369206544807284,0.0
317,0,9,0.0,0.0006161429451632779,0.0
86,0,19,0.0,0.00130074621756692,0.0
218,0,13,0.0,0.0008899842541247347,0.0
323,0,6,0.0,0.00041076196344218524,0.0
109,0,11,0.0,0.0007530635996440063,0.0
343,0,4,0.0,0.0002738413089614568,0.0
166,0,15,0.0,0.0010269049086054631,0.0
318,0,3,0.0,0.00020538098172109262,0.0
252,0,12,0.0,0.0008215239268843705,0.0
111,0,16,0.0,0.0010953652358458273,0.0
70,0,19,0.0,0.00130074621756692,0.0
337,0,3,0.0,0.00020538098172109262,0.0
213,0,9,0.0,0.0006161429451632779,0.0
159,0,12,0.0,0.0008215239268843705,0.0
338,0,8,0.0,0.0005476826179229136,0.0
314,0,8,0.0,0.0005476826179229136,0.0
248,0,11,0.0,0.0007530635996440063,0.0
273,0,4,0.0,0.0002738413089614568,0.0
234,0,8,0.0,0.0005476826179229136,0.0
272,0,16,0.0,0.0010953652358458273,0.0
326,0,6,0.0,0.00041076196344218524,0.0
327,0,7,0.0,0.00047922229068254944,0.0
7,0,67,0.0,0.004586841925104402,0.0
266,0,15,0.0,0.0010269049086054631,0.0
331,0,9,0.0,0.0006161429451632779,0.0
141,0,15,0.0,0.0010269049086054631,0.0
333,0,7,0.0,0.00047922229068254944,0.0
334,0,13,0.0,0.0008899842541247347,0.0
137,0,19,0.0,0.00130074621756692,0.0
217,0,11,0.0,0.0007530635996440063,0.0
80,0,22,0.0,0.0015061271992880126,0.0
367,0,3,0.0,0.00020538098172109262,0.0
